source_id,url,publisher,title,retrieved_at,last_updated,licence,is_superseded,superseded_by,notes
S01,https://immi.homeaffairs.gov.au/visas/already-have-a-visa/check-visa-details-and-conditions/see-your-visa-conditions,Department of Home Affairs,Check visa details and conditions,2026-09-11,2025-07-01,unspecified,false,,Worked example: current visa conditions
S02,https://www.fairwork.gov.au/about-us/workplace-laws/fair-work-system,Fair Work Ombudsman,Fair Work system,2026-09-11,,CC BY 4.0,false,,Worked example: workplace rights overview
